rmse,mae,r2,max_absolute_error,mean_bias,mape,task,model,seed,test_sample_count,training_seconds,inference_seconds,runtime_seconds,final_cycle_drift,cold_sample_count,cold_mae,hot_sample_count,hot_mae,soc_0.0_0.2_sample_count,soc_0.0_0.2_mae,soc_0.2_0.8_sample_count,soc_0.2_0.8_mae,soc_0.8_1.0_sample_count,soc_0.8_1.0_mae,data_provenance,split_strategy,hyperparameters
0.005062967290776549,0.004167244635603959,0.9773740173673593,0.015008948409506617,-0.0007877112453819744,0.6780286404161953,soc,ridge,11,600,0.002459900002577342,0.00010320000001229346,0.0025631000025896356,-0.0018031935983393588,137,0.0024847578515289604,274,0.005156608074397714,0,0.0,600,0.004167244635603959,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.023988818209329844,0.018663753261828026,0.4920570782320425,0.0739431362080295,0.004799971427438571,3.026385117935913,soc,random_forest,11,600,1.7413792999977886,0.004874899997957982,1.7462541999957466,0.0187879472716439,137,0.022995727335287992,274,0.01737578882222444,0,0.0,600,0.018663753261828026,0,0.0,synthetic data generated inside this project,held_out_cell,"{""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 60}"
0.019766548275312944,0.015229026713740277,0.655127249239494,0.05982990693230761,0.005800187782729766,2.494738603602739,soc,hist_gradient_boosting,11,600,1.4375037000027078,0.0067916999978479,1.4442954000005557,0.02182970950036467,137,0.017561737513321955,274,0.014127381764630341,0,0.0,600,0.015229026713740277,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.0561396071577067,0.03953685931647702,-1.7818643227014257,0.46027121921001346,0.003006801911827437,6.447126169493954,soc,mlp,11,600,0.1582406000015908,0.000362000002496643,0.15860260000408744,0.011618868167675434,137,0.045828056706659334,274,0.039771342665692044,0,0.0,600,0.03953685931647702,0,0.0,synthetic data generated inside this project,held_out_cell,"{""alpha"": 0.0005, ""hidden_layer_sizes"": [32], ""max_iter"": 250}"
0.01308402133765243,0.010223712136178599,0.8488947013463026,0.05617991761089425,0.0004721415272713068,1.6752247835442828,soc,narx,11,600,0.3933140999979514,1.0521447000028274,1.4454588000007789,-0.010024909909675861,137,0.011954359910970963,274,0.009357954046869616,0,0.0,600,0.010223712136178599,0,0.0,synthetic data generated inside this project,held_out_cell,"{""feedback_delays"": 3, ""hidden_layers"": [24, 12], ""input_delays"": 4, ""max_iter"": 180}"
0.028638274169927962,0.022274343241049783,0.09235315628598739,0.08870802577409576,-0.006893380743928187,3.642555067711547,soc,temporal_cnn,11,480,2.450500800001464,0.0018519999975978862,2.452352799999062,-0.018240728966122943,110,0.02315617236473252,226,0.01724700858992797,0,0.0,480,0.022274343241049783,0,0.0,synthetic data generated inside this project,held_out_cell,"{""channels"": 12}"
0.01850806690997058,0.014846808244495762,0.6209073724573084,0.05505957206331413,0.003241017199886409,2.4312546424468664,soc,gru,11,480,2.631490900002973,0.003762000000278931,2.635252900003252,-0.009614208332425433,110,0.014287038257330374,226,0.013263389837841802,0,0.0,480,0.014846808244495762,0,0.0,synthetic data generated inside this project,held_out_cell,"{""hidden_size"": 12}"
0.12393026797180993,0.11235735695498517,-12.55663751112344,0.18666071874998247,-0.11235735695498517,18.26676588343947,soc,coulomb_counting,11,600,0.0,0.026463700000022072,0.026463700000022072,-0.17925510406023343,137,0.09405565262752583,274,0.12180363492674835,0,0.0,600,0.11235735695498517,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.022938700484546305,0.018718126849992776,0.5355544269625496,0.05841753831593954,-0.01743491648383508,3.095151251409001,soc,ocv_lookup,11,600,0.0,9.659999705036171e-05,9.659999705036171e-05,-0.011609774172105292,137,0.033303381480696274,274,0.009357334082415633,0,0.0,600,0.018718126849992776,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.021879884349916175,0.017876608219822298,0.5774411028390154,0.046733737333303105,-0.017557182133159224,2.9634151125683714,soc,ekf,11,600,0.0,0.036106999999901745,0.036106999999901745,-0.012148560330628277,137,0.03368345046815321,274,0.007724939514809797,0,0.0,600,0.017876608219822298,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.005062967290776549,0.004167244635603959,0.9773740173673593,0.015008948409506617,-0.0007877112453819744,0.6780286404161953,soc,ridge,42,600,0.0015172000021266285,0.00014430000010179356,0.001661500002228422,-0.0018031935983393588,137,0.0024847578515289604,274,0.005156608074397714,0,0.0,600,0.004167244635603959,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.022473803007996954,0.017961954792560846,0.5541894459358254,0.06851077172710551,0.005222643158096659,2.920772646296465,soc,random_forest,42,600,1.8042423999977473,0.00472539999827859,1.8089677999960259,0.015533698935141116,137,0.021581167067601804,274,0.016744304938081708,0,0.0,600,0.017961954792560846,0,0.0,synthetic data generated inside this project,held_out_cell,"{""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 60}"
0.019766548275312944,0.015229026713740277,0.655127249239494,0.05982990693230761,0.005800187782729766,2.494738603602739,soc,hist_gradient_boosting,42,600,1.9763166000011552,0.043108999998366926,2.019425599999522,0.02182970950036467,137,0.017561737513321955,274,0.014127381764630341,0,0.0,600,0.015229026713740277,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.05580635139181559,0.04193129034753973,-1.7489349621198365,0.2519263937468309,-0.004799184208867801,6.899543952802991,soc,mlp,42,600,0.5616607000010845,0.00037629999860655516,0.562036999999691,0.09204718638736353,137,0.04769259469570804,274,0.039538813852380485,0,0.0,600,0.04193129034753973,0,0.0,synthetic data generated inside this project,held_out_cell,"{""alpha"": 0.0005, ""hidden_layer_sizes"": [32], ""max_iter"": 250}"
0.011256953364815673,0.009054743570983067,0.8881492398513648,0.05623044598254795,-0.0014009523551895852,1.47836367239913,soc,narx,42,600,1.016438200000266,1.0369234999998298,2.053361700000096,-0.007749271038094974,137,0.008690444250742418,274,0.007870966716917598,0,0.0,600,0.009054743570983067,0,0.0,synthetic data generated inside this project,held_out_cell,"{""feedback_delays"": 3, ""hidden_layers"": [24, 12], ""input_delays"": 4, ""max_iter"": 180}"
0.036910317682723265,0.02916133898874395,-0.5077133594058614,0.11853564577523401,0.0031641439719324984,4.784615411030986,soc,temporal_cnn,42,480,0.7415341999985685,0.0008588999990024604,0.742393099997571,-0.028039732567197162,110,0.03195512683267419,226,0.027700705345879477,0,0.0,480,0.02916133898874395,0,0.0,synthetic data generated inside this project,held_out_cell,"{""channels"": 12}"
0.01837864641513834,0.01451285211284371,0.6261905625020852,0.06209593078340536,-0.0003848770138297798,2.368208992793287,soc,gru,42,480,2.0643846999992093,0.002927000001363922,2.067311700000573,-0.03482679425848134,110,0.015625338710609008,226,0.014856697849305508,0,0.0,480,0.01451285211284371,0,0.0,synthetic data generated inside this project,held_out_cell,"{""hidden_size"": 12}"
0.12393026797180993,0.11235735695498517,-12.55663751112344,0.18666071874998247,-0.11235735695498517,18.26676588343947,soc,coulomb_counting,42,600,0.0,0.028960499999811873,0.028960499999811873,-0.17925510406023343,137,0.09405565262752583,274,0.12180363492674835,0,0.0,600,0.11235735695498517,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.022938700484546305,0.018718126849992776,0.5355544269625496,0.05841753831593954,-0.01743491648383508,3.095151251409001,soc,ocv_lookup,42,600,0.0,7.349999941652641e-05,7.349999941652641e-05,-0.011609774172105292,137,0.033303381480696274,274,0.009357334082415633,0,0.0,600,0.018718126849992776,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.021879884349916175,0.017876608219822298,0.5774411028390154,0.046733737333303105,-0.017557182133159224,2.9634151125683714,soc,ekf,42,600,0.0,0.038115399998787325,0.038115399998787325,-0.012148560330628277,137,0.03368345046815321,274,0.007724939514809797,0,0.0,600,0.017876608219822298,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.005062967290776549,0.004167244635603959,0.9773740173673593,0.015008948409506617,-0.0007877112453819744,0.6780286404161953,soc,ridge,73,600,0.0011354999987815972,0.00011530000119819306,0.0012507999999797903,-0.0018031935983393588,137,0.0024847578515289604,274,0.005156608074397714,0,0.0,600,0.004167244635603959,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.022506934164901765,0.018091363416111714,0.5528740382470726,0.07627566169130662,0.004704048102027895,2.9450433756979297,soc,random_forest,73,600,1.7445881999992707,0.00552600000082748,1.7501142000000982,0.019327743519198748,137,0.02138688083082907,274,0.01684594681749232,0,0.0,600,0.018091363416111714,0,0.0,synthetic data generated inside this project,held_out_cell,"{""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 60}"
0.019766548275312944,0.015229026713740277,0.655127249239494,0.05982990693230761,0.005800187782729766,2.494738603602739,soc,hist_gradient_boosting,73,600,1.0166696999986016,0.011342099998728372,1.02801179999733,0.02182970950036467,137,0.017561737513321955,274,0.014127381764630341,0,0.0,600,0.015229026713740277,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.05492536801884298,0.04108582107830599,-1.662828258900046,0.24295735745930158,1.193858280493787e-05,6.711803024330458,soc,mlp,73,600,0.21222900000066147,0.0012798999996448401,0.2135089000003063,0.023369374580325175,137,0.04526877113595966,274,0.038591495437865955,0,0.0,600,0.04108582107830599,0,0.0,synthetic data generated inside this project,held_out_cell,"{""alpha"": 0.0005, ""hidden_layer_sizes"": [32], ""max_iter"": 250}"
0.013602789355866644,0.011455170534706552,0.8366748175721709,0.04270494655961643,7.963066942760963e-05,1.8690472905067874,soc,narx,73,600,0.3989655000004859,0.9871104000012565,1.3860759000017424,-0.014213168735189186,137,0.008617458211593472,274,0.0117775606321848,0,0.0,600,0.011455170534706552,0,0.0,synthetic data generated inside this project,held_out_cell,"{""feedback_delays"": 3, ""hidden_layers"": [24, 12], ""input_delays"": 4, ""max_iter"": 180}"
0.0481439974916103,0.037568724066841225,-1.5651189689394234,0.1472634477104543,-0.005643058270382318,6.166049827013544,soc,temporal_cnn,73,480,1.8736381999988225,0.0009285999985877424,1.8745667999974103,0.008783003696077984,110,0.04092599129074831,226,0.03614995532070809,0,0.0,480,0.037568724066841225,0,0.0,synthetic data generated inside this project,held_out_cell,"{""channels"": 12}"
0.029359305297200666,0.023742687774975013,0.046073822418503885,0.08614226811441705,0.0033686673763717884,3.8817342092754226,soc,gru,73,480,2.300926400002936,0.003829999997833511,2.3047564000007696,0.03548558653222911,110,0.028024292422103886,226,0.02221731697452386,0,0.0,480,0.023742687774975013,0,0.0,synthetic data generated inside this project,held_out_cell,"{""hidden_size"": 12}"
0.12393026797180993,0.11235735695498517,-12.55663751112344,0.18666071874998247,-0.11235735695498517,18.26676588343947,soc,coulomb_counting,73,600,0.0,0.0462587000001804,0.0462587000001804,-0.17925510406023343,137,0.09405565262752583,274,0.12180363492674835,0,0.0,600,0.11235735695498517,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.022938700484546305,0.018718126849992776,0.5355544269625496,0.05841753831593954,-0.01743491648383508,3.095151251409001,soc,ocv_lookup,73,600,0.0,0.00011069999891333282,0.00011069999891333282,-0.011609774172105292,137,0.033303381480696274,274,0.009357334082415633,0,0.0,600,0.018718126849992776,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.021879884349916175,0.017876608219822298,0.5774411028390154,0.046733737333303105,-0.017557182133159224,2.9634151125683714,soc,ekf,73,600,0.0,0.04590660000030766,0.04590660000030766,-0.012148560330628277,137,0.03368345046815321,274,0.007724939514809797,0,0.0,600,0.017876608219822298,0,0.0,synthetic data generated inside this project,held_out_cell,{}
0.01320206448124008,0.010286818636884769,0.9878195291898875,0.036834882374192524,-0.00011806969970776963,1.5383224968476705,soc,ridge,11,720,0.0010949000024993438,0.00011670000094454736,0.0012116000034438912,-0.025392141819364222,0,0.0,578,0.010672145396323352,0,0.0,600,0.011216312923053003,120,0.0056393472060435835,synthetic data generated inside this project,chronological,{}
0.019383978552168293,0.013291241509844825,0.9737417234872373,0.09249868192552868,0.0005261920597357903,2.12749888728195,soc,random_forest,11,720,1.5826228000005358,0.005856100000528386,1.5884789000010642,-0.025045914481766407,0,0.0,578,0.01265359066352914,0,0.0,600,0.014249355397640924,120,0.008500672070864336,synthetic data generated inside this project,chronological,"{""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 60}"
0.016895487657474888,0.012660595142015429,0.9800509674484438,0.07166977906932515,-0.0003368514236285089,2.040003508451045,soc,hist_gradient_boosting,11,720,0.9743024999988847,0.004175300000497373,0.9784777999993821,-0.031105363619519766,0,0.0,578,0.012239553217936931,0,0.0,600,0.013708721834698566,120,0.007419961678599758,synthetic data generated inside this project,chronological,{}
0.048740844057389134,0.03601039916673719,0.8339776841461891,0.2212214238197372,-0.0007333787874531274,5.556980391351648,soc,mlp,11,720,0.17324029999872437,0.00033429999893996865,0.17357459999766434,0.0063731619757233515,0,0.0,578,0.03572027721539064,0,0.0,600,0.03414817408808612,120,0.04532152455999256,synthetic data generated inside this project,chronological,"{""alpha"": 0.0005, ""hidden_layer_sizes"": [32], ""max_iter"": 250}"
0.022261614016323168,0.013470629961488984,0.9653667160909765,0.3116265799746778,0.0023637756492851654,2.1649460381694956,soc,narx,11,720,0.35673400000086986,1.3984794999996666,1.7552135000005364,-0.014399185287412464,0,0.0,578,0.011424068267066155,0,0.0,600,0.01370124452605452,120,0.01231755713866129,synthetic data generated inside this project,chronological,"{""feedback_delays"": 3, ""hidden_layers"": [24, 12], ""input_delays"": 4, ""max_iter"": 180}"
0.028596988868923395,0.0223417486227806,0.9420247474877481,0.08002734823951463,-0.0035291283532162365,3.418996328584239,soc,temporal_cnn,11,576,0.678200199999992,0.0012532999971881509,0.6794534999971802,0.009906535332872224,0,0.0,506,0.023175886748963613,0,0.0,480,0.02174474046482179,96,0.025326789412574647,synthetic data generated inside this project,chronological,"{""channels"": 12}"
0.02161519102100493,0.017444333450249486,0.9668777224510711,0.06680849617718021,-0.0001856004235658239,2.638627380887204,soc,gru,11,576,1.9500485000025947,0.005979699999443255,1.956028200002038,0.019782071297838044,0,0.0,506,0.016661763152244095,0,0.0,480,0.01633564791554395,96,0.02298776112377716,synthetic data generated inside this project,chronological,"{""hidden_size"": 12}"
0.20719042415376934,0.1741590276146403,-1.9999895030709438,0.43555886643187913,-0.1650381323513309,24.490064812460112,soc,coulomb_counting,11,720,0.0,0.035870299998350674,0.035870299998350674,-0.19541782640848965,0,0.0,578,0.18089657232152798,0,0.0,600,0.13275159068497241,120,0.38119621226297973,synthetic data generated inside this project,chronological,{}
0.015984573031169274,0.012970145481821738,0.9821440707470056,0.045376254103009384,-0.0053187224788801505,1.990673412064705,soc,ocv_lookup,11,720,0.0,7.669999831705354e-05,7.669999831705354e-05,-0.024623291286552496,0,0.0,578,0.013342275678716896,0,0.0,600,0.013560719959767091,120,0.010017273092094964,synthetic data generated inside this project,chronological,{}
0.01427326230351077,0.011998798917798712,0.9857627251163152,0.03988937319275965,-0.006008437317944916,1.8444035058204018,soc,ekf,11,720,0.0,0.04299350000292179,0.04299350000292179,-0.025719314704242713,0,0.0,578,0.012368364455115605,0,0.0,600,0.012491700395027339,120,0.009534291531655584,synthetic data generated inside this project,chronological,{}
0.01320206448124008,0.010286818636884769,0.9878195291898875,0.036834882374192524,-0.00011806969970776963,1.5383224968476705,soc,ridge,42,720,0.003096600001299521,0.0001795999996829778,0.0032762000009824988,-0.025392141819364222,0,0.0,578,0.010672145396323352,0,0.0,600,0.011216312923053003,120,0.0056393472060435835,synthetic data generated inside this project,chronological,{}
0.019685869756410894,0.013624823165599527,0.9729174476654291,0.09001903427221736,0.000510601664246926,2.1805663519157323,soc,random_forest,42,720,1.672199399999954,0.005932700001721969,1.678132100001676,-0.02099581476196133,0,0.0,578,0.012997913737193145,0,0.0,600,0.014572000620216201,120,0.008888935892516159,synthetic data generated inside this project,chronological,"{""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 60}"
0.016895487657474888,0.012660595142015429,0.9800509674484438,0.07166977906932515,-0.0003368514236285089,2.040003508451045,soc,hist_gradient_boosting,42,720,1.134044400001585,0.00797479999891948,1.1420192000005045,-0.031105363619519766,0,0.0,578,0.012239553217936931,0,0.0,600,0.013708721834698566,120,0.007419961678599758,synthetic data generated inside this project,chronological,{}
0.06596795675831896,0.051415306761715476,0.6958789776806406,0.37993600550861795,-0.007965669454652644,8.00376203146192,soc,mlp,42,720,0.291990400000941,0.0004626000009011477,0.29245300000184216,-0.02143290823700117,0,0.0,578,0.05152300394662702,0,0.0,600,0.051986928826291925,120,0.048557196438833224,synthetic data generated inside this project,chronological,"{""alpha"": 0.0005, ""hidden_layer_sizes"": [32], ""max_iter"": 250}"
0.020359305419067376,0.012608280709022635,0.971032815125903,0.2642760536141002,0.0008063197988555352,1.9967608491257904,soc,narx,42,720,0.32639909999852534,1.3984983000009379,1.7248973999994632,-0.01980840436403497,0,0.0,578,0.011445424909832108,0,0.0,600,0.013005809089471288,120,0.010620638806779381,synthetic data generated inside this project,chronological,"{""feedback_delays"": 3, ""hidden_layers"": [24, 12], ""input_delays"": 4, ""max_iter"": 180}"
0.09108787040556743,0.07398157089989553,0.41180255541309563,0.23851816271103532,-0.02722443660266001,11.670985530878822,soc,temporal_cnn,42,576,0.302685400001792,0.0010555000008025672,0.30374090000259457,0.14582694072075064,0,0.0,506,0.06993895328037454,0,0.0,480,0.07779816261335436,96,0.054898612332601404,synthetic data generated inside this project,chronological,"{""channels"": 12}"
0.02199535981472786,0.017162841191894554,0.9657023647066946,0.07959203979219442,-0.0013356966728150703,2.5948085745825464,soc,gru,42,576,1.8917289000019082,0.003244800001994008,1.8949737000039022,0.005944972222520661,0,0.0,506,0.017197639764751915,0,0.0,480,0.016148137023116602,96,0.02223636203578433,synthetic data generated inside this project,chronological,"{""hidden_size"": 12}"
0.20719042415376934,0.1741590276146403,-1.9999895030709438,0.43555886643187913,-0.1650381323513309,24.490064812460112,soc,coulomb_counting,42,720,0.0,0.03368909999699099,0.03368909999699099,-0.19541782640848965,0,0.0,578,0.18089657232152798,0,0.0,600,0.13275159068497241,120,0.38119621226297973,synthetic data generated inside this project,chronological,{}
0.015984573031169274,0.012970145481821738,0.9821440707470056,0.045376254103009384,-0.0053187224788801505,1.990673412064705,soc,ocv_lookup,42,720,0.0,9.999999747378752e-05,9.999999747378752e-05,-0.024623291286552496,0,0.0,578,0.013342275678716896,0,0.0,600,0.013560719959767091,120,0.010017273092094964,synthetic data generated inside this project,chronological,{}
0.01427326230351077,0.011998798917798712,0.9857627251163152,0.03988937319275965,-0.006008437317944916,1.8444035058204018,soc,ekf,42,720,0.0,0.04430019999927026,0.04430019999927026,-0.025719314704242713,0,0.0,578,0.012368364455115605,0,0.0,600,0.012491700395027339,120,0.009534291531655584,synthetic data generated inside this project,chronological,{}
0.01320206448124008,0.010286818636884769,0.9878195291898875,0.036834882374192524,-0.00011806969970776963,1.5383224968476705,soc,ridge,73,720,0.0015069000000949018,0.00011420000009820797,0.0016211000001931097,-0.025392141819364222,0,0.0,578,0.010672145396323352,0,0.0,600,0.011216312923053003,120,0.0056393472060435835,synthetic data generated inside this project,chronological,{}
0.01949410740882169,0.01352691724510064,0.9734425064059617,0.08579316905792367,9.834018153166085e-05,2.181269720800479,soc,random_forest,73,720,1.6102365000006102,0.005967400000372436,1.6162039000009827,-0.02065449140486042,0,0.0,578,0.01285080191849006,0,0.0,600,0.014608152306505608,120,0.008120741938075798,synthetic data generated inside this project,chronological,"{""max_depth"": 10, ""min_samples_leaf"": 2, ""n_estimators"": 60}"
0.016895487657474888,0.012660595142015429,0.9800509674484438,0.07166977906932515,-0.0003368514236285089,2.040003508451045,soc,hist_gradient_boosting,73,720,1.3240815999997722,0.0032409000014013145,1.3273225000011735,-0.031105363619519766,0,0.0,578,0.012239553217936931,0,0.0,600,0.013708721834698566,120,0.007419961678599758,synthetic data generated inside this project,chronological,{}
0.05465913424556124,0.041479173965013355,0.7912118369716707,0.35260512263876176,-0.001713623206914241,6.380232532347111,soc,mlp,73,720,0.16052579999814043,0.0003709999982675072,0.16089679999640794,0.022452145861103112,0,0.0,578,0.041439817904439256,0,0.0,600,0.04115073981764654,120,0.04312134470184741,synthetic data generated inside this project,chronological,"{""alpha"": 0.0005, ""hidden_layer_sizes"": [32], ""max_iter"": 250}"
0.020508773171938437,0.013456836006634467,0.9706059289398669,0.2543297752452809,-0.00029301466643539875,2.155332882595569,soc,narx,73,720,0.2613352999978815,0.9695735999994213,1.2309088999973028,-0.03164830406560126,0,0.0,578,0.012105369688211878,0,0.0,600,0.014385810200207594,120,0.008811965038768832,synthetic data generated inside this project,chronological,"{""feedback_delays"": 3, ""hidden_layers"": [24, 12], ""input_delays"": 4, ""max_iter"": 180}"
0.04898610452898031,0.03778569414447999,0.8298829488294723,0.16979551479853527,-0.007610296875653649,5.751626597872601,soc,temporal_cnn,73,576,0.49767200000133016,0.0008195000009436626,0.4984915000022738,0.06505471963234122,0,0.0,506,0.03859387605822387,0,0.0,480,0.03676188784701875,96,0.04290472563178618,synthetic data generated inside this project,chronological,"{""channels"": 12}"
0.03554074802477817,0.028367078598780033,0.9104521497094131,0.13016223267784377,-0.008861785437499138,4.273938042913737,soc,gru,73,576,1.2594099000016286,0.002180499999667518,1.261590400001296,-0.021303946787641692,0,0.0,506,0.028971383386180254,0,0.0,480,0.027117599745334252,96,0.034614472866008945,synthetic data generated inside this project,chronological,"{""hidden_size"": 12}"
0.20719042415376934,0.1741590276146403,-1.9999895030709438,0.43555886643187913,-0.1650381323513309,24.490064812460112,soc,coulomb_counting,73,720,0.0,0.02722169999833568,0.02722169999833568,-0.19541782640848965,0,0.0,578,0.18089657232152798,0,0.0,600,0.13275159068497241,120,0.38119621226297973,synthetic data generated inside this project,chronological,{}
0.015984573031169274,0.012970145481821738,0.9821440707470056,0.045376254103009384,-0.0053187224788801505,1.990673412064705,soc,ocv_lookup,73,720,0.0,0.0001097999993362464,0.0001097999993362464,-0.024623291286552496,0,0.0,578,0.013342275678716896,0,0.0,600,0.013560719959767091,120,0.010017273092094964,synthetic data generated inside this project,chronological,{}
0.01427326230351077,0.011998798917798712,0.9857627251163152,0.03988937319275965,-0.006008437317944916,1.8444035058204018,soc,ekf,73,720,0.0,0.032485399999131914,0.032485399999131914,-0.025719314704242713,0,0.0,578,0.012368364455115605,0,0.0,600,0.012491700395027339,120,0.009534291531655584,synthetic data generated inside this project,chronological,{}
